,Name,Widths,Hights,Latitude,Longitude,Rubbish,Plastics,Cans,Glass,Papers
59,sample (61),3024.0,4032.0,37.5882,127.0194,1.0,0.0,0.0,0.0,0.0
60,sample (62),3024.0,4032.0,37.5883,127.0194,1.0,0.0,0.0,0.0,0.0
61,sample (63),3024.0,4032.0,37.5893,127.0181,1.0,0.0,0.0,0.0,0.0
62,sample (64),3024.0,4032.0,37.5892,127.0181,1.0,0.0,0.0,0.0,0.0
63,sample (65),3024.0,4032.0,37.58922222,127.0180361,1.0,0.0,0.0,0.0,0.0
64,sample (66),3024.0,4032.0,37.5893,127.0183,1.0,0.0,0.0,0.0,0.0
65,sample (67),3024.0,4032.0,37.5894,127.0179,1.0,0.0,0.0,0.0,0.0
66,sample (68),3024.0,4032.0,37.58941639,127.0178667,1.0,0.0,0.0,0.0,0.0
67,sample (69),3024.0,4032.0,37.59007775,127.0180553,1.0,0.0,0.0,0.0,0.0
68,sample (70),3024.0,4032.0,37.59000833,127.0171278,1.0,0.0,0.0,0.0,0.0
69,sample (71),3024.0,4032.0,37.59,127.0171278,1.0,0.0,0.0,0.0,0.0
70,sample (72),3024.0,4032.0,37.58998611,127.0171361,1.0,0.0,0.0,0.0,0.0
71,sample (73),3024.0,4032.0,37.59010833,127.0172111,0.0,0.0,0.0,0.0,1.0
72,sample (74),3024.0,4032.0,37.59002219,127.0171889,0.0,0.0,0.0,0.0,1.0
73,sample (75),3024.0,4032.0,37.58996108,127.0171889,0.0,0.0,0.0,0.0,1.0
74,sample (76),3024.0,4032.0,37.58995553,127.0171444,0.0,0.0,0.0,0.0,1.0
75,sample (77),3024.0,4032.0,37.59044997,127.0165778,1.0,0.0,0.0,0.0,0.0
76,sample (78),3024.0,4032.0,37.59044997,127.0165639,1.0,0.0,0.0,0.0,0.0
77,sample (79),3024.0,4032.0,37.59049972,127.0165639,1.0,0.0,0.0,0.0,0.0
78,sample (80),3024.0,4032.0,37.59051389,127.0165639,1.0,0.0,0.0,0.0,0.0
79,sample (81),3024.0,4032.0,37.59049722,127.0165722,1.0,0.0,0.0,0.0,0.0
80,sample (82),3024.0,4032.0,37.58913886,127.0101389,0.0,1.0,0.0,0.0,0.0
81,sample (83),3024.0,4032.0,37.58928608,127.0103,0.0,1.0,0.0,0.0,0.0
82,sample (84),3024.0,4032.0,37.58926664,127.0103389,0.0,1.0,0.0,0.0,0.0
83,sample (85),3024.0,4032.0,37.58926139,127.0103389,0.0,1.0,0.0,0.0,0.0
84,sample (86),3024.0,4032.0,37.38613056,126.9522167,0.0,0.0,0.0,1.0,0.0
85,sample (87),3024.0,4032.0,37.38613056,126.9521778,0.0,0.0,0.0,1.0,0.0
86,sample (88),3024.0,4032.0,37.38613056,126.9521778,0.0,0.0,0.0,1.0,0.0
87,sample (89),3024.0,4032.0,37.38611942,126.9522166,0.0,1.0,0.0,0.0,0.0
88,sample (90),3024.0,4032.0,37.38613608,126.9521944,0.0,1.0,0.0,0.0,0.0
89,sample (91),3024.0,4032.0,37.38613889,126.9521861,0.0,1.0,0.0,0.0,0.0
90,sample (92),3024.0,4032.0,37.38619442,126.9522166,1.0,0.0,0.0,0.0,0.0
91,sample (93),3024.0,4032.0,37.38613608,126.9521778,1.0,0.0,0.0,0.0,0.0
92,sample (94),3024.0,4032.0,37.38612778,126.9521778,1.0,0.0,0.0,0.0,0.0
93,sample (95),3024.0,4032.0,37.38615,126.9521722,0.0,1.0,0.0,0.0,0.0
94,sample (97),3024.0,4032.0,37.38613611,126.9521944,0.0,1.0,0.0,0.0,0.0
95,sample (98),3024.0,4032.0,37.38611944,126.9522083,0.0,0.0,0.0,0.0,1.0
96,sample (99),3024.0,4032.0,37.38611944,126.9522083,0.0,0.0,0.0,0.0,1.0
97,sample (100),3024.0,4032.0,37.38612778,126.9521722,0.0,0.0,0.0,0.0,1.0
98,IMG_001.JPG,3024.0,4032.0,37.59,127.016,1.0,0.0,0.0,0.0,0.0
99,IMG_002.JPG,4032.0,3024.0,37.59,127.016,1.0,0.0,0.0,0.0,0.0
100,IMG_003.JPG,4032.0,3024.0,37.59,127.016,1.0,0.0,0.0,0.0,0.0
101,IMG_004.JPG,4032.0,3024.0,37.59,127.016,1.0,0.0,0.0,0.0,0.0
102,IMG_005.JPG,2256.0,3008.0,37.59,127.016,1.0,0.0,0.0,0.0,0.0
103,IMG_006.JPG,4032.0,3024.0,37.59,127.016,1.0,0.0,0.0,0.0,0.0
104,IMG_007.JPG,4032.0,3024.0,37.59,127.016,1.0,0.0,0.0,0.0,0.0
105,IMG_008.JPG,1354.0,827.0,37.59,127.016,0.0,1.0,0.0,0.0,0.0
106,IMG_009.JPG,1230.0,1750.0,37.59,127.016,0.0,1.0,0.0,0.0,0.0
107,IMG_010.JPG,1534.0,1398.0,37.59,127.016,0.0,1.0,0.0,0.0,0.0
108,IMG_011.JPG,4032.0,3024.0,37.591,127.015,1.0,0.0,0.0,0.0,0.0
109,IMG_012.JPG,1758.0,2344.0,37.591,127.015,1.0,0.0,0.0,0.0,0.0
110,IMG_013.JPG,1592.0,2122.0,37.591,127.015,1.0,0.0,0.0,0.0,0.0
111,IMG_014.JPG,1208.0,1611.0,37.591,127.015,1.0,0.0,0.0,0.0,0.0
112,IMG_015.JPG,4032.0,3024.0,37.591,127.015,0.0,0.0,0.0,0.0,1.0
113,IMG_016.JPG,4032.0,3024.0,37.591,127.015,0.0,0.0,0.0,0.0,1.0
114,IMG_017.JPG,4032.0,3024.0,37.591,127.015,0.0,0.0,0.0,0.0,1.0
115,IMG_018.JPG,4032.0,3024.0,37.591,127.015,0.0,0.0,0.0,0.0,1.0
116,IMG_019.JPG,1555.0,2937.0,37.591,127.014,1.0,0.0,0.0,0.0,0.0
117,IMG_020.JPG,4032.0,3024.0,37.591,127.014,1.0,0.0,0.0,0.0,0.0
118,IMG_021.JPG,4032.0,3024.0,37.591,127.014,1.0,0.0,0.0,0.0,0.0
119,IMG_022.JPG,4032.0,3024.0,37.591,127.014,1.0,0.0,0.0,0.0,0.0
120,IMG_023.JPG,2257.0,2331.0,37.591,127.014,1.0,0.0,0.0,0.0,0.0
121,IMG_024.JPG,1999.0,2062.0,37.591,127.014,1.0,0.0,0.0,0.0,0.0
122,IMG_025.JPG,4032.0,3024.0,37.591,127.014,1.0,0.0,0.0,0.0,0.0
123,IMG_026.JPG,4032.0,3024.0,37.591,127.014,1.0,0.0,0.0,0.0,0.0
124,IMG_027.JPG,4032.0,3024.0,37.591,127.014,1.0,0.0,0.0,0.0,0.0
125,IMG_028.JPG,4032.0,3024.0,37.591,127.014,1.0,0.0,0.0,0.0,0.0
126,IMG_029.JPG,4032.0,3024.0,37.591,127.014,1.0,0.0,0.0,0.0,0.0
127,IMG_030.JPG,4032.0,3024.0,37.591,127.014,1.0,0.0,0.0,0.0,0.0
128,IMG_031.JPG,4032.0,3024.0,37.591,127.014,1.0,0.0,0.0,0.0,0.0
129,IMG_032.JPG,4032.0,3024.0,37.591,127.014,1.0,0.0,0.0,0.0,0.0
130,IMG_033.JPG,1916.0,1790.0,37.591,127.014,1.0,0.0,0.0,0.0,0.0
131,IMG_034.JPG,4032.0,3024.0,37.591,127.014,1.0,0.0,0.0,0.0,0.0
132,IMG_035.JPG,3198.0,3009.0,37.591,127.014,1.0,0.0,0.0,0.0,0.0
133,IMG_036.JPG,4032.0,3024.0,37.591,127.014,1.0,0.0,0.0,0.0,0.0
134,IMG_037.JPG,4032.0,3024.0,37.591,127.014,1.0,0.0,0.0,0.0,0.0
135,IMG_038.JPG,4032.0,3024.0,37.591,127.014,1.0,0.0,0.0,0.0,0.0
136,IMG_039.JPG,1681.0,2096.0,37.591,127.014,1.0,0.0,0.0,0.0,0.0
137,IMG_040.JPG,4032.0,3024.0,37.591,127.014,1.0,0.0,0.0,0.0,0.0
138,IMG_041.JPG,4030.0,3024.0,37.591,127.014,1.0,0.0,0.0,0.0,0.0
139,IMG_042.JPG,4032.0,3024.0,37.591,127.014,1.0,0.0,0.0,0.0,0.0
140,IMG_043.JPG,3024.0,4032.0,37.591,127.014,1.0,0.0,0.0,0.0,0.0
141,IMG_044.JPG,1515.0,2020.0,37.591,127.014,0.0,0.0,0.0,0.0,1.0
142,IMG_045.JPG,1476.0,1962.0,37.591,127.014,0.0,0.0,0.0,0.0,1.0
143,IMG_046.JPG,4032.0,3024.0,37.591,127.014,0.0,0.0,0.0,0.0,1.0
144,IMG_047.JPG,1174.0,1565.0,37.591,127.013,1.0,0.0,0.0,0.0,0.0
145,IMG_048.JPG,2109.0,2407.0,37.591,127.013,1.0,0.0,0.0,0.0,0.0
146,IMG_049.JPG,1089.0,1572.0,37.591,127.013,1.0,0.0,0.0,0.0,0.0
147,IMG_050.JPG,1482.0,1976.0,37.591,127.013,1.0,0.0,0.0,0.0,0.0
148,IMG_051.JPG,4032.0,3024.0,37.591,127.013,1.0,0.0,0.0,0.0,0.0
149,IMG_052.JPG,4032.0,3024.0,37.591,127.013,1.0,0.0,0.0,0.0,0.0
150,IMG_053.JPG,1988.0,3065.0,37.591,127.013,1.0,0.0,0.0,0.0,0.0
151,IMG_054.JPG,3024.0,3059.0,37.591,127.013,1.0,0.0,0.0,0.0,0.0
152,IMG_055.JPG,1678.0,2237.0,37.591,127.013,1.0,0.0,0.0,0.0,0.0
153,IMG_056.JPG,4032.0,3024.0,37.591,127.013,1.0,0.0,0.0,0.0,0.0
154,IMG_057.JPG,4032.0,3024.0,37.591,127.013,1.0,0.0,0.0,0.0,0.0
155,IMG_058.JPG,4032.0,3024.0,37.591,127.013,1.0,0.0,0.0,0.0,0.0
156,IMG_059.JPG,4032.0,3024.0,37.591,127.013,1.0,0.0,0.0,0.0,0.0
157,IMG_060.JPG,4032.0,3024.0,37.591,127.013,1.0,0.0,0.0,0.0,0.0
158,IMG_061.JPG,4032.0,3024.0,37.591,127.013,1.0,0.0,0.0,0.0,0.0
159,IMG_062.JPG,4032.0,3024.0,37.591,127.013,1.0,0.0,0.0,0.0,0.0
160,IMG_063.JPG,4032.0,3024.0,37.591,127.013,1.0,0.0,0.0,0.0,0.0
161,IMG_064.JPG,4032.0,3024.0,37.591,127.013,0.0,0.0,0.0,0.0,1.0
162,IMG_065.JPG,4032.0,3024.0,37.591,127.013,0.0,0.0,0.0,0.0,1.0
163,IMG_066.JPG,4032.0,3024.0,37.591,127.013,0.0,0.0,0.0,0.0,1.0
164,IMG_067.JPG,4032.0,3024.0,37.591,127.013,0.0,0.0,0.0,0.0,1.0
165,IMG_068.JPG,4032.0,3024.0,37.591,127.013,0.0,0.0,0.0,0.0,1.0
166,IMG_069.JPG,4032.0,3024.0,37.591,127.013,0.0,0.0,0.0,0.0,1.0
167,IMG_070.JPG,4032.0,3024.0,37.591,127.013,0.0,0.0,0.0,0.0,1.0
168,IMG_071.JPG,4032.0,3024.0,37.591,127.013,0.0,0.0,0.0,0.0,1.0
169,IMG_072.JPG,4032.0,3024.0,37.591,127.013,0.0,0.0,0.0,0.0,1.0
170,IMG_073.JPG,3024.0,1880.0,37.59,127.012,0.0,0.0,0.0,0.0,1.0
171,IMG_074.JPG,4032.0,3024.0,37.59,127.012,0.0,0.0,0.0,1.0,0.0
172,IMG_075.JPG,4032.0,3024.0,37.59,127.012,0.0,0.0,0.0,1.0,0.0
173,IMG_076.JPG,4032.0,3024.0,37.59,127.012,0.0,0.0,0.0,1.0,0.0
174,IMG_077.JPG,4032.0,3024.0,37.59,127.012,0.0,0.0,0.0,1.0,0.0
175,IMG_078.JPG,4032.0,3024.0,37.59,127.012,0.0,0.0,0.0,1.0,0.0
176,IMG_079.JPG,4032.0,3024.0,37.59,127.012,0.0,0.0,0.0,1.0,0.0
177,IMG_080.JPG,4032.0,3024.0,37.59,127.012,0.0,0.0,0.0,1.0,0.0
178,IMG_081.JPG,1392.0,1788.0,37.59,127.012,0.0,0.0,0.0,1.0,0.0
179,IMG_082.JPG,4032.0,3024.0,37.59,127.011,1.0,0.0,0.0,0.0,0.0
180,IMG_083.JPG,4032.0,3024.0,37.59,127.011,1.0,0.0,0.0,0.0,0.0
181,IMG_084.JPG,4032.0,3024.0,37.59,127.011,1.0,0.0,0.0,0.0,0.0
182,IMG_085.JPG,3024.0,4032.0,37.59,127.011,1.0,0.0,0.0,0.0,0.0
183,IMG_086.JPG,2469.0,3147.0,37.59,127.011,1.0,0.0,0.0,0.0,0.0
184,IMG_087.JPG,4032.0,3024.0,37.59,127.011,1.0,0.0,0.0,0.0,0.0
185,IMG_088.JPG,4032.0,3024.0,37.59,127.011,1.0,0.0,0.0,0.0,0.0
186,IMG_089.JPG,4032.0,3024.0,37.59,127.011,1.0,0.0,0.0,0.0,0.0
187,IMG_090.JPG,4032.0,3024.0,37.59,127.011,1.0,0.0,0.0,0.0,0.0
188,IMG_091.JPG,4032.0,3024.0,37.59,127.011,1.0,0.0,0.0,0.0,0.0
189,IMG_092.JPG,4032.0,3024.0,37.59,127.011,1.0,0.0,0.0,0.0,0.0
190,IMG_093.JPG,4032.0,3024.0,37.59,127.011,1.0,0.0,0.0,0.0,0.0
191,IMG_094.JPG,4032.0,3024.0,37.59,127.011,1.0,0.0,0.0,0.0,0.0
192,IMG_095.JPG,2402.0,3203.0,37.59,127.011,1.0,0.0,0.0,0.0,0.0
193,IMG_096.JPG,2042.0,2723.0,37.59,127.011,0.0,1.0,0.0,0.0,0.0
194,IMG_097.JPG,3024.0,4032.0,37.59,127.011,0.0,1.0,0.0,0.0,0.0
195,IMG_098.JPG,2309.0,1860.0,37.59,127.011,0.0,1.0,0.0,0.0,0.0
196,IMG_099.JPG,4032.0,3024.0,37.59,127.011,0.0,1.0,0.0,0.0,0.0
197,IMG_100.JPG,4032.0,3024.0,37.59,127.011,0.0,1.0,0.0,0.0,0.0
198,IMG_101.JPG,4032.0,3024.0,37.59,127.011,0.0,1.0,0.0,0.0,0.0
199,IMG_102.JPG,4032.0,3024.0,37.59,127.011,0.0,1.0,0.0,0.0,0.0
200,IMG_103.JPG,4032.0,3024.0,37.59,127.011,0.0,1.0,0.0,0.0,0.0
201,IMG_104.JPG,4032.0,3024.0,37.59,127.011,0.0,1.0,0.0,0.0,0.0
202,IMG_105.JPG,4032.0,3024.0,37.59,127.011,0.0,1.0,0.0,0.0,0.0
203,IMG_106.JPG,4032.0,3024.0,37.59,127.011,0.0,1.0,0.0,0.0,0.0
204,IMG_107.JPG,4032.0,3024.0,37.59,127.011,0.0,1.0,0.0,0.0,0.0
205,IMG_108.JPG,4032.0,3024.0,37.59,127.011,0.0,1.0,0.0,0.0,0.0
206,IMG_109.JPG,4032.0,3024.0,37.59,127.011,0.0,1.0,0.0,0.0,0.0
207,IMG_110.JPG,4032.0,3024.0,37.59,127.011,0.0,1.0,0.0,0.0,0.0
208,IMG_111.JPG,4032.0,3024.0,37.59,127.011,0.0,1.0,0.0,0.0,0.0
209,IMG_112.JPG,4032.0,3024.0,37.59,127.011,0.0,1.0,0.0,0.0,0.0
210,IMG_113.JPG,4032.0,3024.0,37.59,127.011,0.0,1.0,0.0,0.0,0.0
211,IMG_114.JPG,1305.0,1559.0,37.59,127.011,0.0,1.0,0.0,0.0,0.0
212,IMG_115.JPG,4032.0,3024.0,37.59,127.011,0.0,1.0,0.0,0.0,0.0
213,IMG_116.JPG,4032.0,3024.0,37.59,127.011,0.0,1.0,0.0,0.0,0.0
214,IMG_117.JPG,4032.0,3024.0,37.59,127.011,0.0,1.0,0.0,0.0,0.0
215,IMG_118.JPG,4032.0,3024.0,37.59,127.011,0.0,1.0,0.0,0.0,0.0
216,IMG_119.JPG,4032.0,3024.0,37.59,127.011,0.0,1.0,0.0,0.0,0.0
217,IMG_120.JPG,4032.0,3024.0,37.59,127.011,0.0,1.0,0.0,0.0,0.0
218,IMG_121.JPG,4032.0,3024.0,37.59,127.011,0.0,1.0,0.0,0.0,0.0
219,IMG_122.JPG,4032.0,3024.0,37.59,127.011,0.0,1.0,0.0,0.0,0.0
220,IMG_123.JPG,4032.0,3024.0,37.59,127.011,0.0,1.0,0.0,0.0,0.0
221,IMG_124.JPG,4032.0,3024.0,37.59,127.011,0.0,1.0,0.0,0.0,0.0
222,IMG_125.JPG,4032.0,3024.0,37.59,127.011,0.0,1.0,0.0,0.0,0.0
223,IMG_126.JPG,4032.0,3024.0,37.59,127.011,0.0,1.0,0.0,0.0,0.0
224,IMG_127.JPG,4032.0,3024.0,37.589,127.01,1.0,0.0,0.0,0.0,0.0
225,IMG_128.JPG,2080.0,2723.0,37.589,127.01,1.0,0.0,0.0,0.0,0.0
226,IMG_129.JPG,4032.0,3024.0,37.589,127.01,1.0,0.0,0.0,0.0,0.0
227,IMG_130.JPG,2741.0,3408.0,37.589,127.01,1.0,0.0,0.0,0.0,0.0
228,IMG_131.JPG,4032.0,3024.0,37.589,127.01,1.0,0.0,0.0,0.0,0.0
229,IMG_132.JPG,4032.0,3024.0,37.589,127.01,1.0,0.0,0.0,0.0,0.0
230,IMG_133.JPG,4032.0,3024.0,37.589,127.01,1.0,0.0,0.0,0.0,0.0
231,IMG_134.JPG,4032.0,3024.0,37.589,127.01,1.0,0.0,0.0,0.0,0.0
232,IMG_135.JPG,4032.0,3024.0,37.589,127.01,0.0,0.0,0.0,1.0,0.0
233,IMG_136.JPG,4032.0,3024.0,37.589,127.01,0.0,0.0,0.0,1.0,0.0
234,IMG_137.JPG,4032.0,3024.0,37.589,127.01,0.0,0.0,0.0,1.0,0.0
235,IMG_138.JPG,4032.0,3024.0,37.589,127.01,0.0,0.0,0.0,1.0,0.0
236,IMG_139.JPG,4032.0,3024.0,37.589,127.01,0.0,0.0,0.0,1.0,0.0
237,IMG_140.JPG,4032.0,3024.0,37.589,127.01,0.0,0.0,0.0,1.0,0.0
238,IMG_141.JPG,4032.0,3024.0,37.589,127.01,0.0,0.0,0.0,1.0,0.0
239,IMG_142.JPG,4032.0,3024.0,37.589,127.01,0.0,0.0,0.0,1.0,0.0
240,IMG_143.JPG,4032.0,3024.0,37.588,127.009,0.0,1.0,0.0,0.0,0.0
241,IMG_144.JPG,4032.0,3024.0,37.588,127.009,0.0,1.0,0.0,0.0,0.0
242,IMG_145.JPG,4032.0,3024.0,37.588,127.009,0.0,1.0,0.0,0.0,0.0
243,IMG_146.JPG,4032.0,3024.0,37.588,127.009,0.0,1.0,0.0,0.0,0.0
244,IMG_147.JPG,4032.0,3024.0,37.588,127.009,0.0,1.0,0.0,0.0,0.0
245,IMG_148.JPG,4032.0,3024.0,37.588,127.009,0.0,1.0,0.0,0.0,0.0
246,IMG_149.JPG,4032.0,3024.0,37.588,127.009,1.0,0.0,0.0,0.0,0.0
247,IMG_150.JPG,4032.0,3024.0,37.588,127.009,1.0,0.0,0.0,0.0,0.0
248,IMG_151.JPG,4032.0,3024.0,37.588,127.009,1.0,0.0,0.0,0.0,0.0
249,IMG_152.JPG,4032.0,3024.0,37.588,127.009,1.0,0.0,0.0,0.0,0.0
250,IMG_153.JPG,2048.0,2731.0,37.588,127.009,1.0,0.0,0.0,0.0,0.0
251,IMG_154.JPG,4032.0,3024.0,37.588,127.009,1.0,0.0,0.0,0.0,0.0
252,IMG_155.JPG,2011.0,2681.0,37.588,127.009,1.0,0.0,0.0,0.0,0.0
253,IMG_156.JPG,4032.0,3024.0,37.588,127.009,1.0,0.0,0.0,0.0,0.0
254,IMG_157.JPG,4032.0,3024.0,37.588,127.009,1.0,0.0,0.0,0.0,0.0
255,IMG_158.JPG,3024.0,4032.0,37.588,127.009,1.0,0.0,0.0,0.0,0.0
256,IMG_159.JPG,4032.0,3024.0,37.588,127.009,1.0,0.0,0.0,0.0,0.0
257,IMG_160.JPG,3017.0,3024.0,37.588,127.009,1.0,0.0,0.0,0.0,0.0
258,IMG_161.JPG,4032.0,3024.0,37.588,127.009,1.0,0.0,0.0,0.0,0.0
259,IMG_162.JPG,4032.0,3024.0,37.588,127.009,1.0,0.0,0.0,0.0,0.0
260,IMG_163.JPG,4032.0,3024.0,37.588,127.009,1.0,0.0,0.0,0.0,0.0
261,IMG_164.JPG,4032.0,3024.0,37.588,127.007,1.0,0.0,0.0,0.0,0.0
262,IMG_165.JPG,4032.0,3024.0,37.588,127.007,1.0,0.0,0.0,0.0,0.0
263,IMG_166.JPG,4032.0,3024.0,37.588,127.007,1.0,0.0,0.0,0.0,0.0
264,IMG_167.JPG,3024.0,4032.0,37.588,127.007,1.0,0.0,0.0,0.0,0.0
265,IMG_168.JPG,4032.0,3024.0,37.588,127.007,1.0,0.0,0.0,0.0,0.0
266,IMG_169.JPG,4032.0,3024.0,37.588,127.007,1.0,0.0,0.0,0.0,0.0
267,IMG_170.JPG,4032.0,3024.0,37.588,127.007,1.0,0.0,0.0,0.0,0.0
268,IMG_171.JPG,4032.0,3024.0,37.588,127.007,1.0,0.0,0.0,0.0,0.0
269,IMG_172.JPG,4032.0,3024.0,37.588,127.007,1.0,0.0,0.0,0.0,0.0
270,IMG_173.JPG,2440.0,3253.0,37.588,127.007,1.0,0.0,0.0,0.0,0.0
271,IMG_174.JPG,2205.0,2940.0,37.588,127.007,1.0,0.0,0.0,0.0,0.0
272,IMG_175.JPG,2130.0,2840.0,37.591,127.015,1.0,0.0,0.0,0.0,0.0
273,IMG_176.JPG,4032.0,3024.0,37.591,127.015,1.0,0.0,0.0,0.0,0.0
274,IMG_177.JPG,2960.0,2220.0,37.591,127.015,1.0,0.0,0.0,0.0,0.0
275,IMG_178.JPG,2268.0,3024.0,37.591,127.015,1.0,0.0,0.0,0.0,0.0
276,IMG_179.JPG,4032.0,3024.0,37.591,127.015,1.0,0.0,0.0,0.0,0.0
277,IMG_180.JPG,1061.0,1586.0,37.591,127.015,1.0,0.0,0.0,0.0,0.0
278,IMG_181.JPG,4032.0,3024.0,37.571,127.033,1.0,0.0,0.0,0.0,0.0
279,IMG_182.JPG,1080.0,1440.0,37.571,127.035,1.0,0.0,0.0,0.0,0.0
280,IMG_183.JPG,1080.0,1440.0,37.571,127.035,1.0,0.0,0.0,0.0,0.0
281,IMG_184.JPG,1440.0,1081.0,37.571,127.035,1.0,0.0,0.0,0.0,0.0
282,IMG_185.JPG,1080.0,1440.0,37.571,127.035,1.0,0.0,0.0,0.0,0.0
